,period,company,tickers,indicator,unit,amount
81941,2016 Q2,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"43,637,000"
81950,2016 Q3,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"47,523,000"
81959,2016 Q4,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"51,959,000"
81968,2014 Q1,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"394,250,000"
81975,2014 Q2,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"451,900,000"
81982,2014 Q3,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"459,639,000"
81989,2014 Q4,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"430,533,000"
81996,2015 Q1,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"435,512,000"
82004,2015 Q2,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"507,066,000"
82012,2015 Q3,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"511,886,000"
82020,2015 Q4,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"467,440,000"
82028,2016 Q1,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"474,118,000"
82036,2016 Q2,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"550,299,000"
82044,2016 Q3,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"543,516,000"
82052,2016 Q4,HOSPITALITY PROPERTIES TRUST,HPT,Final Revenue,US Dollar,"479,278,000"
82062,2015 Q3,"Hostess Brands, Inc.","GRSHU, TWNK, TWNKW",Final Revenue,US Dollar,0
82074,2016 Q1,"Hostess Brands, Inc.","GRSHU, TWNK, TWNKW",Final Revenue,US Dollar,0
82081,2016 Q2,"Hostess Brands, Inc.","GRSHU, TWNK, TWNKW",Final Revenue,US Dollar,0
82088,2016 Q3,"Hostess Brands, Inc.","GRSHU, TWNK, TWNKW",Final Revenue,US Dollar,0
82096,2014 Q1,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"153,933,000"
82105,2014 Q2,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"401,890,000"
82114,2014 Q3,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"551,008,000"
82123,2014 Q4,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"265,485,000"
82133,2015 Q1,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"162,669,000"
82142,2015 Q2,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"379,883,000"
82151,2015 Q3,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"575,507,000"
82160,2015 Q4,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"298,000,000"
82170,2016 Q1,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"205,816,000"
82179,2016 Q2,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"392,042,000"
82188,2016 Q3,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"533,021,000"
82197,2016 Q4,Houghton Mifflin Harcourt Co,HMHC,Final Revenue,US Dollar,"241,806,000"
82207,2014 Q1,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"100,299,000"
82216,2014 Q2,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"103,461,000"
82225,2014 Q3,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"96,721,000"
82234,2014 Q4,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"89,530,000"
82244,2015 Q1,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"81,600,000"
82253,2015 Q2,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"77,959,000"
82262,2015 Q3,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"78,260,000"
82271,2015 Q4,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"70,314,000"
82281,2016 Q1,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"64,711,000"
82290,2016 Q2,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"62,454,000"
82299,2016 Q3,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"65,222,000"
82308,2016 Q4,Houston Wire & Cable CO,HWCC,Final Revenue,US Dollar,"69,257,000"
82317,2014 Q1,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"449,929,000"
82323,2014 Q2,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"551,009,000"
82329,2014 Q3,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"698,394,000"
82336,2014 Q4,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"445,714,000"
82342,2015 Q1,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"468,949,000"
82348,2015 Q2,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"540,613,000"
82354,2015 Q3,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"693,204,000"
82361,2015 Q4,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"575,605,000"
82367,2016 Q1,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"654,723,000"
82373,2016 Q2,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"716,850,000"
82379,2016 Q3,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"805,069,000"
82386,2016 Q4,HOVNANIAN ENTERPRISES INC,"HOV, HOVNP",Final Revenue,US Dollar,"552,009,000"
82460,2014 Q1,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"777,420,000"
82469,2014 Q2,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"855,204,000"
82478,2014 Q3,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"837,477,000"
82487,2014 Q4,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"1,117,894,000"
82497,2015 Q1,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"841,887,000"
82506,2015 Q2,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"885,642,000"
82515,2015 Q3,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"864,868,000"
82524,2015 Q4,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"1,098,178,000"
82534,2016 Q1,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"816,765,000"
82543,2016 Q2,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"854,308,000"
82552,2016 Q3,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"823,023,000"
82561,2016 Q4,"HSN, Inc.",HSNI,Final Revenue,US Dollar,"1,073,389,000"
82570,2014 Q1,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"826,523"
82576,2014 Q2,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"334,375"
82582,2014 Q3,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"870,245"
82589,2014 Q4,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"1,297,814"
82599,2015 Q1,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"1,024,315"
82608,2015 Q2,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"790,551"
82617,2015 Q3,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"1,010,956"
82626,2015 Q4,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"1,215,753"
82636,2016 Q1,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"865,232"
82645,2016 Q2,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"1,895,816"
82654,2016 Q3,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"913,901"
82663,2016 Q4,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Final Revenue,US Dollar,"1,457,781"
82673,2014 Q1,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"848,449,000"
82682,2014 Q2,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"893,930,000"
82691,2014 Q3,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"913,386,000"
82700,2014 Q4,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"915,361,000"
82710,2015 Q1,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"835,941,000"
82719,2015 Q2,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"899,513,000"
82728,2015 Q3,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"899,869,000"
82737,2015 Q4,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"890,272,000"
82747,2016 Q1,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"805,859,000"
82756,2016 Q2,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"855,557,000"
82763,2016 Q3,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"932,814,000"
82770,2016 Q4,"Hub Group, Inc.",HUBG,Final Revenue,US Dollar,"978,560,000"
82780,2014 Q1,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"144,167,000"
82789,2014 Q2,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"151,070,000"
82798,2014 Q3,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"149,278,000"
82807,2014 Q4,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"136,677,000"
82817,2015 Q1,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"124,317,000"
82826,2015 Q2,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"122,743,000"
82835,2015 Q3,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"110,028,000"
82844,2015 Q4,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"106,109,000"
82854,2016 Q1,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"101,227,000"
82863,2016 Q2,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"113,067,000"
82872,2016 Q3,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"108,136,000"
82881,2016 Q4,"Hudson Global, Inc.",HSON,Final Revenue,US Dollar,"100,314,000"
82891,2014 Q1,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"15,584,000"
82900,2014 Q2,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"16,875,000"
82909,2014 Q3,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"15,296,000"
82918,2014 Q4,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"8,055,000"
82928,2015 Q1,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"22,103,000"
82937,2015 Q2,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"28,637,000"
82946,2015 Q3,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"21,682,000"
82955,2015 Q4,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"7,300,000"
82965,2016 Q1,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"28,167,000"
82974,2016 Q2,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"34,605,000"
82983,2016 Q3,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"34,930,000"
82992,2016 Q4,HUDSON TECHNOLOGIES INC /NY,HDSN,Final Revenue,US Dollar,"7,779,000"
83002,2014 Q1,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,406,908,000"
83009,2014 Q2,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,547,867,000"
83016,2014 Q3,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,601,156,000"
83023,2014 Q4,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,609,511,000"
83031,2015 Q1,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,440,180,000"
83038,2015 Q2,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,539,957,000"
83045,2015 Q3,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,586,494,000"
83052,2015 Q4,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,621,015,000"
83060,2016 Q1,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,528,712,000"
83067,2016 Q2,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,615,026,000"
83074,2016 Q3,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,690,659,000"
83081,2016 Q4,HUNT J B TRANSPORT SERVICES INC,JBHT,Final Revenue,US Dollar,"1,721,062,000"
83089,2014 Q1,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"53,731,000"
83099,2014 Q2,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"55,379,000"
83109,2014 Q3,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"62,223,000"
83119,2014 Q4,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"50,972,000"
83129,2015 Q1,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"50,183,000"
83139,2015 Q2,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"52,535,000"
83149,2015 Q3,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"65,693,000"
83159,2015 Q4,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"56,503,000"
83169,2016 Q1,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"52,029,000"
83179,2016 Q2,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"52,403,000"
83189,2016 Q3,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"66,354,000"
83199,2016 Q4,HURCO COMPANIES INC,HURC,Final Revenue,US Dollar,"48,744,000"
83209,2014 Q1,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"174,373,000"
83218,2014 Q2,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"176,016,000"
83227,2014 Q3,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"169,593,000"
83236,2014 Q4,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"181,551,000"
83246,2015 Q1,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"170,734,000"
83255,2015 Q2,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"204,886,000"
83264,2015 Q3,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"191,556,000"
83273,2015 Q4,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"201,847,000"
83283,2016 Q1,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"197,050,000"
83292,2016 Q2,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"203,241,000"
83301,2016 Q3,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"202,493,000"
83310,2016 Q4,Huron Consulting Group Inc.,HURN,Final Revenue,US Dollar,"195,200,000"
83320,2014 Q1,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"135,300,000"
83330,2014 Q2,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"168,700,000"
83340,2014 Q3,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"174,500,000"
83350,2014 Q4,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"145,200,000"
83360,2015 Q1,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"147,400,000"
83370,2015 Q2,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"175,100,000"
83380,2015 Q3,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"181,700,000"
83390,2015 Q4,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"155,400,000"
83400,2016 Q1,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"158,800,000"
83410,2016 Q2,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"197,900,000"
83420,2016 Q3,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"192,800,000"
83429,2016 Q4,HUTTIG BUILDING PRODUCTS INC,HBP,Final Revenue,US Dollar,"164,400,000"
83466,2014 Q1,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"740,247,000"
83473,2014 Q2,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"756,315,000"
83480,2014 Q3,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"782,231,000"
83487,2014 Q4,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"830,754,000"
83494,2015 Q1,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"772,512,000"
83501,2015 Q2,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"771,132,000"
83508,2015 Q3,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"838,561,000"
83515,2015 Q4,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"848,728,000"
83522,2016 Q1,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"819,179,000"
83529,2016 Q2,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"745,439,000"
83536,2016 Q3,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"764,102,000"
83543,2016 Q4,IAC/INTERACTIVECORP,IAC,Final Revenue,US Dollar,"811,162,000"
83625,2014 Q1,ICAD INC,ICAD,Final Revenue,US Dollar,"8,520,000"
83634,2014 Q2,ICAD INC,ICAD,Final Revenue,US Dollar,"9,667,000"
83643,2014 Q3,ICAD INC,ICAD,Final Revenue,US Dollar,"12,572,000"
83652,2014 Q4,ICAD INC,ICAD,Final Revenue,US Dollar,"13,165,000"
83662,2015 Q1,ICAD INC,ICAD,Final Revenue,US Dollar,"13,220,000"
83671,2015 Q2,ICAD INC,ICAD,Final Revenue,US Dollar,"11,143,000"
83680,2015 Q3,ICAD INC,ICAD,Final Revenue,US Dollar,"9,582,000"
83689,2015 Q4,ICAD INC,ICAD,Final Revenue,US Dollar,"7,609,000"
83699,2016 Q1,ICAD INC,ICAD,Final Revenue,US Dollar,"6,038,000"
83708,2016 Q2,ICAD INC,ICAD,Final Revenue,US Dollar,"7,369,000"
83717,2016 Q3,ICAD INC,ICAD,Final Revenue,US Dollar,"6,003,000"
83726,2016 Q4,ICAD INC,ICAD,Final Revenue,US Dollar,"6,928,000"
83736,2014 Q1,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"4,990,000,000"
83744,2014 Q2,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"6,379,000,000"
83752,2014 Q3,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"4,422,000,000"
83760,2014 Q4,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"3,366,000,000"
83769,2015 Q1,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"4,511,000,000"
83777,2015 Q2,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"4,984,000,000"
83785,2015 Q3,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"3,212,000,000"
83793,2015 Q4,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"2,565,000,000"
83802,2016 Q1,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"3,127,000,000"
83810,2016 Q2,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"4,350,000,000"
83818,2016 Q3,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"4,899,000,000"
83826,2016 Q4,ICAHN ENTERPRISES L.P.,IEP,Final Revenue,US Dollar,"3,972,000,000"
83835,2016 Q1,"ICC Holdings, Inc.",ICCH,Final Revenue,US Dollar,"10,821,161"
83845,2014 Q1,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"245,052,000"
83853,2014 Q2,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"263,860,000"
83861,2014 Q3,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"264,796,000"
83869,2014 Q4,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"276,426,000"
83878,2015 Q1,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"273,527,000"
83886,2015 Q2,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"288,949,000"
83894,2015 Q3,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"288,951,000"
83902,2015 Q4,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"280,805,000"
83911,2016 Q1,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"283,599,000"
83919,2016 Q2,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"305,419,000"
83927,2016 Q3,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"306,520,000"
83935,2016 Q4,"ICF International, Inc.",ICFI,Final Revenue,US Dollar,"289,559,000"
83942,2016 Q1,"ICHOR HOLDINGS, LTD.",ICHR,Final Revenue,US Dollar,"73,287,000"
83953,2014 Q1,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"116,138,000"
83960,2014 Q2,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"118,943,000"
83967,2014 Q3,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"110,292,000"
83974,2014 Q4,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"46,117,000"
83982,2015 Q1,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"95,814,000"
83989,2015 Q2,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"97,398,000"
83996,2015 Q3,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"91,332,000"
84003,2015 Q4,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"94,653,000"
84011,2016 Q1,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"15,062,515"
84018,2016 Q2,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"95,743,000"
84025,2016 Q3,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"90,944,000"
84032,2016 Q4,"ICONIX BRAND GROUP, INC.",ICON,Final Revenue,US Dollar,"166,711,485"
84040,2014 Q1,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"291,095"
84049,2014 Q2,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"560,526"
84058,2014 Q3,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"438,029"
84067,2014 Q4,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"504,444"
84077,2015 Q1,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"1,197,991"
84086,2015 Q2,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"1,199,037"
84095,2015 Q3,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"895,490"
84104,2015 Q4,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"967,391"
84114,2016 Q1,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"496,644"
84123,2016 Q2,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"322,116"
84132,2016 Q3,Ideal Power Inc.,IPWR,Final Revenue,US Dollar,"439,270"
84150,2014 Q1,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"16,854,000"
84159,2014 Q2,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"22,301,000"
84168,2014 Q3,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"22,712,000"
84176,2014 Q4,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"19,382,000"
84184,2015 Q1,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"14,934,000"
84192,2015 Q2,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"15,587,000"
84200,2015 Q3,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"17,196,000"
84208,2015 Q4,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"13,077,000"
84216,2016 Q1,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"12,485,000"
84224,2016 Q2,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"13,476,000"
84232,2016 Q3,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"15,560,000"
84240,2016 Q4,"Identiv, Inc.",INVE,Final Revenue,US Dollar,"14,647,000"
84250,2014 Q1,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"3,000"
84257,2014 Q2,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"38,000"
84264,2014 Q3,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"30,000"
84271,2014 Q4,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"2,000"
84279,2015 Q1,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"34,000"
84286,2015 Q2,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"5,000"
84293,2015 Q3,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"20,000"
84300,2015 Q4,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"190,000"
84308,2016 Q1,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"294,000"
84315,2016 Q2,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"301,000"
84322,2016 Q3,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"323,000"
84329,2016 Q4,"IDERA PHARMACEUTICALS, INC.",IDRA,Final Revenue,US Dollar,"15,281,000"
84337,2014 Q1,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"9,736,000"
84346,2014 Q2,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"11,413,000"
84355,2014 Q3,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"11,739,000"
84364,2014 Q4,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"12,745,000"
84374,2015 Q1,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"11,120,000"
84383,2015 Q2,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"9,926,000"
84392,2015 Q3,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"10,581,000"
84401,2015 Q4,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"10,157,000"
84411,2016 Q1,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"10,477,000"
84420,2016 Q2,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"8,904,000"
84429,2016 Q3,ID SYSTEMS INC,IDSY,Final Revenue,US Dollar,"8,215,000"
